id,course_name,course_level,couse_code,school_id,department_id
1306,Practical Machine Learning,3300,DATA-3300,2,10
1307,Probability and Statistics in Data Science using Python,3400,DATA-3400,2,10
1308,Python for Data Science and AI,3500,DATA-3500,2,10
1309,Python Data Structures,3600,DATA-3600,2,10
1310,R Programming,3700,DATA-3700,2,10
1311,Reproducible Research,3800,DATA-3800,2,10
1312,Statistics and R,3900,DATA-3900,2,10
1313,The Data Scientist’s Toolbox,4000,DATA-4000,2,10
1314,Advanced Analog Integrated Circuits,100,ENGI-0100,2,11
1315,Advanced Visualization,200,ENGI-0200,2,11
1316,Atomistic Computer Modeling of Materials,300,ENGI-0300,2,11
1317,"Gerbrand Ceder & Nicola Marzari, MIT",400,ENGI-0400,2,11
1318,Basic Electronics,500,ENGI-0500,2,11
1319,"Cellular Solids: Structure, Properties and Applications",600,ENGI-0600,2,11
1320,Chemical Engineering: Process Dynamics and Controls,700,ENGI-0700,2,11
1321,"Peter Woolf, University of Michigan",800,ENGI-0800,2,11
1322,Communications Systems,900,ENGI-0900,2,11
1323,Control Systems Engineering,1000,ENGI-1000,2,11
1324,Convex Optimization I,1100,ENGI-1100,2,11
1325,Convex Optimization 2,1200,ENGI-1200,2,11
1326,Digital Signal Processing,1300,ENGI-1300,2,11
1327,Direct Solar/Thermal to Electrical Energy Conversion Technologies,1400,ENGI-1400,2,11
1328,Dynamics of Machines,1500,ENGI-1500,2,11
1329,Dynamics and Control I,1600,ENGI-1600,2,11
1330,Electrical,1700,ENGI-1700,2,11
1331,"S.C Dutta Roy, IIT",1800,ENGI-1800,2,11
1332,Electro Magnetic Fields,1900,ENGI-1900,2,11
1333,Electronics & Communication Engineering,2000,ENGI-2000,2,11
1334,"K.S. Venktesh, IIT Kanpur",2100,ENGI-2100,2,11
1335,Electronic Feedback Systems,2200,ENGI-2200,2,11
1336,Electronic Techniques for Engineering ,2300,ENGI-2300,2,11
1337,Electronics,2400,ENGI-2400,2,11
1338,"K. N. Bhat, IIT Madras",2500,ENGI-2500,2,11
1339,Engineering Dynamics,2600,ENGI-2600,2,11
1340,"Kim Vandiver and David Gossard, MIT",2700,ENGI-2700,2,11
1341,Engineering Ethics,2800,ENGI-2800,2,11
1342,Engineering Ethics,2900,ENGI-2900,2,11
1343,Engineering Statics,3000,ENGI-3000,2,11
1344,Environmental Air Pollution,3100,ENGI-3100,2,11
1345,Fields and Waves,3200,ENGI-3200,2,11
1346,Fluid Mechanics,3300,ENGI-3300,2,11
1347,Fundamentals of Photovoltaics,3400,ENGI-3400,2,11
1348,Greening the Economy: Lessons from Scandinavia,3500,ENGI-3500,2,11
1349,Green Supply Chain Management,3600,ENGI-3600,2,11
1350,"Multiple Professors, MIT",3700,ENGI-3700,2,11
1351,Groundwater Hydrology,3800,ENGI-3800,2,11
1352,Charles Harvey,3900,ENGI-3900,2,11
1353,High-Speed Digital Design (requires registration),4000,ENGI-4000,2,11
1354,Humanitarian Engineering,4100,ENGI-4100,2,11
1355,Image Processing,4200,ENGI-4200,2,11
1356,Information and Entropy,4300,ENGI-4300,2,11
1357,Information Theory and Coding,4400,ENGI-4400,2,11
1358,Integrated Circuit Devices,4500,ENGI-4500,2,11
1359,Introduction to Chemical Engineering,4600,ENGI-4600,2,11
1360,Introduction to Digital Integrated Circuits,4700,ENGI-4700,2,11
1361,Introduction to Engineering,4800,ENGI-4800,2,11
1362,Introduction to Engineering,4900,ENGI-4900,2,11
1363,Introduction to Fluid Mechanics,5000,ENGI-5000,2,11
1364,Introduction to Lean Six Sigma Methods,5100,ENGI-5100,2,11
1365,Introduction to Linear Dynamical Systems,5200,ENGI-5200,2,11
1366,Introduction to Microelectronic Devices & Circuits,5300,ENGI-5300,2,11
1367,Introduction to Modeling and Simulation,5400,ENGI-5400,2,11
1368,Linear Integrated Circuits,5500,ENGI-5500,2,11
1369,Mechanical Engineering: Introduction to MEMS Design,5600,ENGI-5600,2,11
1370,Microelectronic Devices and Circuits,5700,ENGI-5700,2,11
1371,Microcontroller Design,5800,ENGI-5800,2,11
1372,Microcontroller and System-on-Chip Construction Using Verilog and Altera FPGA,5900,ENGI-5900,2,11
1373,Nano-to-Macro Transport Processes,6000,ENGI-6000,2,11
1374,Nanomanufacturing,6100,ENGI-6100,2,11
1375,"John Hart, U Michigan",6200,ENGI-6200,2,11
1376,Nonlinear Finite Element Analysis,6300,ENGI-6300,2,11
1377,Nuclear Engineering,6400,ENGI-6400,2,11
1378,Nuclear Engineering 101 Nuclear Reactions and Radiation,6500,ENGI-6500,2,11
1379,Optimization Models in Engineering,6600,ENGI-6600,2,11
1380,Pre-Engineering: Intro to Microcontrollers,6700,ENGI-6700,2,11
1381,The Art of Engineering,6800,ENGI-6800,2,11
1382,The Engineering Profession,6900,ENGI-6900,2,11
1383,The Fourier Transform and its Applications,7000,ENGI-7000,2,11
1384,"Brad Osgood, Stanford",7100,ENGI-7100,2,11
1385,Technology Entrepreneurship,7200,ENGI-7200,2,11
1386,Understanding Lasers and Fiberoptics,7300,ENGI-7300,2,11
1387,"Prof. Shaoul Ezekiel, MIT",7400,ENGI-7400,2,11
1388,Adaptation to Climate Change,100,ENVI-0100,2,11
1389,American Environmental History,200,ENVI-0200,2,11
1390,Americans and the Global Forest,300,ENVI-0300,2,11
1391,Australian Environmental History,400,ENVI-0400,2,11
1392,Blue Planet: Introduction to Oceanography,500,ENVI-0500,2,11
1393,Climate Change: Law and Policy,600,ENVI-0600,2,11
1394,Education for Sustainable Living: Environment,700,ENVI-0700,2,11
1395,Energy Regulations and the Environment,800,ENVI-0800,2,11
1396,Environmental Economics & Policy,900,ENVI-0900,2,11
1397,Environmental Economics & Policy,1000,ENVI-1000,2,11
1398,Environmental Law and Policy,1100,ENVI-1100,2,11
1399,Environmental Politics and Law,1200,ENVI-1200,2,11
1400,Free Video & Course Materials,1300,ENVI-1300,2,11
1401,Food and the Environment,1400,ENVI-1400,2,11
1402,Global Warming: Understanding the Forecast,1500,ENVI-1500,2,11
1403,"David Archer, University of Chicago",1600,ENVI-1600,2,11
1404,How Climate Works,1700,ENVI-1700,2,11
1405,International Environmental Law,1800,ENVI-1800,2,11
1406,Introduction to Environmental Science,1900,ENVI-1900,2,11
1407,"Introduction to Earthquakes, Their Causes and Effects",2000,ENVI-2000,2,11
1408,Introduction to Environmental Economics and Policy,2100,ENVI-2100,2,11
1409,Introduction to Literature and the Environment,2200,ENVI-2200,2,11
1410,Introduction to Permaculture,2300,ENVI-2300,2,11
1411,Microeconomic Theory with Application to Natural Resources,2400,ENVI-2400,2,11
1412,Mitigating Agriculture’s Impact,2500,ENVI-2500,2,11
1413,On Thin Ice: Climate Change and the Cryosphere,2600,ENVI-2600,2,11
1414,Our Earth’s Future,2700,ENVI-2700,2,11
1415,Radar,2800,ENVI-2800,2,11
1416,Renewable Energy & Alternative Fuels (Law & Policy),2900,ENVI-2900,2,11
1417,Sustainable Living,3000,ENVI-3000,2,11
1418,"The Atmosphere, the Ocean, and Environmental Change",3100,ENVI-3100,2,11
1419,"Ronald B. Smith, Yale",3200,ENVI-3200,2,11
1420,Tipping Points: Climate Change and Society,3300,ENVI-3300,2,11
1421,Wildlife Ecology ,3400,ENVI-3400,2,11
1422,Woods Energy Seminar,3500,ENVI-3500,2,11
1423,A Beginner’s Guide to Writing in English for University Study,100,WRIT-0100,3,37
1424,An Introduction to Screenwriting,200,WRIT-0200,3,37
1425,Academic Writing for Clarity and Meaning,300,WRIT-0300,3,37
1426,Advanced Writing,400,WRIT-0400,3,37
1427,British News Media Systems,500,WRIT-0500,3,37
1428,Broadcast Journalism,600,WRIT-0600,3,37
1429,Business Writing,700,WRIT-0700,3,37
1430,Creative Writing: The Craft of Character,800,WRIT-0800,3,37
1431,Creative Writing: The Craft of Plot,900,WRIT-0900,3,37
1432,Creative Writing: The Craft of Setting and Description,1000,WRIT-1000,3,37
1433,Creative Writing: The Craft of Style,1100,WRIT-1100,3,37
1434,Creative Writing: A Master Class,1200,WRIT-1200,3,37
1435,Discovering Science: Science Writing,1300,WRIT-1300,3,37
1436,Getting Started with Essay Writing,1400,WRIT-1400,3,37
1437,Grammar and Punctuation,1500,WRIT-1500,3,37
1438,Grammar and Punctuation Advanced,1600,WRIT-1600,3,37
1439,How To Make A Poem,1700,WRIT-1700,3,37
1440,How to Write an Essay,1800,WRIT-1800,3,37
1441,Journalistic Ethics,1900,WRIT-1900,3,37
1442,Journalism Under Siege,2000,WRIT-2000,3,37
1443,Magazine Writing,2100,WRIT-2100,3,37
1444,Memoir and Personal Essay: Managing Your Relationship with the Reader,2200,WRIT-2200,3,37
1445,Press and Society,2300,WRIT-2300,3,37
1446,Rhetoric: The Art of Persuasive Writing and Public Speaking,2400,WRIT-2400,3,37
1447,Script Writing: Write a Pilot Episode for a TV or Web Series,2500,WRIT-2500,3,37
1448,Sharpened Visions: A Poetry Workshop,2600,WRIT-2600,3,37
1449,Songwriting: Writing the Lyrics,2700,WRIT-2700,3,37
1450,Start Fiction Writing,2800,WRIT-2800,3,37
1451,Start Writing Essays,2900,WRIT-2900,3,37
1452,Writing for Strategic Communication,3000,WRIT-3000,3,37
1453,Writing in the Sciences,3100,WRIT-3100,3,37
1454,Writing Stories About Ourselves,3200,WRIT-3200,3,37
1455,A Law Student’s Toolkit,100,LAW-0100,4,31
1456,Climate Change: Law and Policy,200,LAW-0200,4,31
1457,CopyrightX,300,LAW-0300,4,31
1458,Environmental Justice and Human Rights in the Aftermath of Katrina,400,LAW-0400,4,31
1459,Environmental Law and Policy,500,LAW-0500,4,31
1460,Environmental Politics and Law,600,LAW-0600,4,31
1461,Freedom of Speech and the Press,700,LAW-0700,4,31
1462,International Environmental Law,800,LAW-0800,4,31
1463,Introduction to Copyright Law,900,LAW-0900,4,31
1464,Labor Law and Employment Discrimination,1000,LAW-1000,4,31
1465,Law and Economics I,1100,LAW-1100,4,31
1466,Law and Justice,1200,LAW-1200,4,31
1467,Law and Legal Thought in the 21st Century,1300,LAW-1300,4,31
1468,Media Law & Ethics,1400,LAW-1400,4,31
1469,Philosophy of Law (Syllabus),1500,LAW-1500,4,31
1470,Politics and Media Freedom,1600,LAW-1600,4,31
1471,Progressive Alternatives: Institutional Reconstruction Today,1700,LAW-1700,4,31
1472,"Race, Gender and Invisibility: Why Intersectionality Matters",1800,LAW-1800,4,31
1473,Renewable Energy & Alternative Fuels (Law & Policy),1900,LAW-1900,4,31
1474,"Self, Serenity, and Vulnerability",2000,LAW-2000,4,31
1475,Theories of Law and Society,2100,LAW-2100,4,31
1476,Video Game Law,2200,LAW-2200,4,31
1477,An Introduction to Consumer Neuroscience & Neuromarketing,100,BUSI-0100,5,7
1478,Advanced Business Strategy,200,BUSI-0200,5,7
1479,Agile Meets Design Thinking,300,BUSI-0300,5,7
1480,Becoming a Changemaker: Introduction to Social Innovation,400,BUSI-0400,5,7
1481,Blockchain and Money,500,BUSI-0500,5,7
1482,"Branding, Content & Social Media",600,BUSI-0600,5,7
1483,Budgeting and Scheduling Projects,700,BUSI-0700,5,7
1484,Building a Business,800,BUSI-0800,5,7
1485,Building a Business: Moving Your Product to the Market,900,BUSI-0900,5,7
1486,Building a Data Science Team,1000,BUSI-1000,5,7
1487,Building Your Leadership Skills,1100,BUSI-1100,5,7
1488,Business Fundamentals: Effective Communication,1200,BUSI-1200,5,7
1489,Business Growth Strategy,1300,BUSI-1300,5,7
1490,Business Intelligence Tools,1400,BUSI-1400,5,7
1491,Business Strategy from Wharton: Competitive Advantage,1500,BUSI-1500,5,7
1492,Business Writing,1600,BUSI-1600,5,7
1493,Corporate Finance,1700,BUSI-1700,5,7
1494,Corporate Finance,1800,BUSI-1800,5,7
1495,Corporate Finance for Healthcare Administrators,1900,BUSI-1900,5,7
1496,Cost and Economics in Pricing Strategy,2000,BUSI-2000,5,7
1497,Crisis Management: Proseminar in Public Relations,2100,BUSI-2100,5,7
1498,Customer Analytics,2200,BUSI-2200,5,7
1499,Design-Led Strategy: Design thinking for business strategy and entrepreneurship,2300,BUSI-2300,5,7
1500,Design Thinking for Innovation,2400,BUSI-2400,5,7
1501,Design Thinking for the Greater Good: Innovation in the Social Sector,2500,BUSI-2500,5,7
1502,Digital Transformation,2600,BUSI-2600,5,7
1503,Effective Business Presentations with Powerpoint,2700,BUSI-2700,5,7
1504,Entrepreneurship 1: Developing the Opportunity,2800,BUSI-2800,5,7
1505,Entrepreneurship 2: Launching your Start-Up,2900,BUSI-2900,5,7
1506,Entrepreneurship 3: Growth Strategies,3000,BUSI-3000,5,7
1507,Entrepreneurship 4: Financing and Profitability,3100,BUSI-3100,5,7
1508,Entrepreneurship and Business Planning,3200,BUSI-3200,5,7
1509,Entrepreneurship through the Lens of Venture Capital,3300,BUSI-3300,5,7
1510,Essentials of Advertising and Marketing,3400,BUSI-3400,5,7
1511,Excel Skills for Business: Essentials,3500,BUSI-3500,5,7
1512,Financial Accounting Fundamentals,3600,BUSI-3600,5,7
1513,Financial Management,3700,BUSI-3700,5,7
1514,Financial Planning and Money Management,3800,BUSI-3800,5,7
1515,Firm Level Economics: Consumer and Producer Behavior,3900,BUSI-3900,5,7
1516,Foundations of Business Strategy,4000,BUSI-4000,5,7
1517,Foundations of Everyday Leadership,4100,BUSI-4100,5,7
1518,Fundamentals of Project Planning and Management,4200,BUSI-4200,5,7
1519,Fundamentals of Project Planning and Management,4300,BUSI-4300,5,7
1520,Futures and Options (Agriculture),4400,BUSI-4400,5,7
1521,Global Risk Regulation,4500,BUSI-4500,5,7
1522,Global Supply Chain Management,4600,BUSI-4600,5,7
1523,"Grow to Greatness: Smart Growth for Private Businesses, Part I",4700,BUSI-4700,5,7
1524,"Grow to Greatness: Smart Growth for Private Businesses, Part II",4800,BUSI-4800,5,7
1525,High Stakes Leadership: Leading in Times of Crisis,4900,BUSI-4900,5,7
1526,How to Develop Breakthrough Products and Services,5000,BUSI-5000,5,7
1527,How to Launch a Successful Startup Company,5100,BUSI-5100,5,7
1528,How to Start a Start Up,5200,BUSI-5200,5,7
1529,How to Succeed at: Interviews,5300,BUSI-5300,5,7
1530,How to Write a Resume,5400,BUSI-5400,5,7
1531,Improving Communication Skills,5500,BUSI-5500,5,7
1532,Influencing People,5600,BUSI-5600,5,7
1533,Initiating and Planning Projects,5700,BUSI-5700,5,7
1534,Inspiring Leadership through Emotional Intelligence,5800,BUSI-5800,5,7
1535,Introduction to Marketing,5900,BUSI-5900,5,7
1536,International Finance,6000,BUSI-6000,5,7
1537,International Taxation,6100,BUSI-6100,5,7
1538,International Taxation II,6200,BUSI-6200,5,7
1539,Introduction to Business Administration,6300,BUSI-6300,5,7
1540,Introduction to Consumer Behavior,6400,BUSI-6400,5,7
1541,Introduction to Data Analysis Using Excel,6500,BUSI-6500,5,7
1542,Introduction to Data Analytics for Business,6600,BUSI-6600,5,7
1543,Introduction to Entrepreneurship,6700,BUSI-6700,5,7
1544,Introduction to Financial Accounting,6800,BUSI-6800,5,7
1545,Leadership in 21st Century Organizations,6900,BUSI-6900,5,7
1546,Managing Project Risks and Changes,7000,BUSI-7000,5,7
1547,Marketing Analytics,7100,BUSI-7100,5,7
1548,Marketing in a Digital World,7200,BUSI-7200,5,7
1549,More Introduction to Financial Accounting,7300,BUSI-7300,5,7
1550,Introduction to Managerial Economics,7400,BUSI-7400,5,7
1551,"Introduction to Negotiation: A Strategic Playbook for Becoming a Principled,  Persuasive Negotiator",7500,BUSI-7500,5,7
1552,Introduction to Strategic Management,7600,BUSI-7600,5,7
1553,Investment Philosophies,7700,BUSI-7700,5,7
1554,Leadership Through Social Influence,7800,BUSI-7800,5,7
1555,Legal Tech & Startups,7900,BUSI-7900,5,7
1556,Managing Social and Human Capital,8000,BUSI-8000,5,7
1557,Marketing in a Digital World,8100,BUSI-8100,5,7
1558,Money and Banking,8200,BUSI-8200,5,7
1559,Money and Banking (Syllabus),8300,BUSI-8300,5,7
1560,Organizational Behavior: How to Manage People,8400,BUSI-8400,5,7
1561,Organizational Behavior,8500,BUSI-8500,5,7
1562,People Analytics,8600,BUSI-8600,5,7
1563,Personal Finance,8700,BUSI-8700,5,7
1564,Poker Theory and Analytics,8800,BUSI-8800,5,7
1565,Principles of Management,8900,BUSI-8900,5,7
1566,Principles of Managerial Accounting,9000,BUSI-9000,5,7
1567,Private Equity and Venture Capital,9100,BUSI-9100,5,7
1568,Project Management: The Basics for Success,9200,BUSI-9200,5,7
1569,Real Estate Finance I,9300,BUSI-9300,5,7
1570,Real Estate Finance III,9400,BUSI-9400,5,7
1571,Startups,9500,BUSI-9500,5,7
1572,Strategic Marketing,9600,BUSI-9600,5,7
1573,Strategic Planning and Execution,9700,BUSI-9700,5,7
1574,Successful Negotiation: Essential Strategies and Skills,9800,BUSI-9800,5,7
1575,Supply Chain Management & Logistics: An Intro to Principles and Concepts,9900,BUSI-9900,5,7
1576,Taxation of Trans-Pacific Transactions,10000,BUSI-10000,5,7
1577,Technology Entrepreneurship,10100,BUSI-10100,5,7
1578,The Fundamentals of Revenue Management: The Cornerstone of Revenue Strategy,10200,BUSI-10200,5,7
1579,The Iterative Innovation Process,10300,BUSI-10300,5,7
1580,The New Entrepreneurs,10400,BUSI-10400,5,7
1581,The Strategy of Content Marketing,10500,BUSI-10500,5,7
1582,The Startup Workshop,10600,BUSI-10600,5,7
1583,Valuation,10700,BUSI-10700,5,7
1584,Viral Marketing and How to Craft Contagious Content,10800,BUSI-10800,5,7
1585,Women in Leadership: Inspiring Positive Change,10900,BUSI-10900,5,7
1586,Writing for Strategic Communication,11000,BUSI-11000,5,7
1587,Advanced Political Economy,100,ECON-0100,5,11
1588,Against All Odds: Inside Statistics,200,ECON-0200,5,11
1589,American Capitalism: A History,300,ECON-0300,5,11
1590,American Economic History (Syllabus),400,ECON-0400,5,11
1591,American Economic History (Syllabus)- Free Online Video,500,ECON-0500,5,11
1592,Austrian Economics: An Introduction,600,ECON-0600,5,11
1593,Behavioral Finance,700,ECON-0700,5,11
1594,"Capitalism: Success, Crisis and Reform",800,ECON-0800,5,11
1595,Cost and Economics in Pricing Strategy,900,ECON-0900,5,11
1596,"Country Level Economics: Policies, Institutions, and Macroeconomic Performance",1000,ECON-1000,5,11
1597,"Crisis, Globalization and Economics",1100,ECON-1100,5,11
1598,Cryptocurrency and Blockchain: An Introduction to Digital Currencies,1200,ECON-1200,5,11
1599,Development Economics,1300,ECON-1300,5,11
1600,Development Economics: Macroeconomics,1400,ECON-1400,5,11
1601,Economic Democracy: The Cooperative Alternative,1500,ECON-1500,5,11
1602,Economics: Consumer Demand,1600,ECON-1600,5,11
1603,Economics of Money and Banking,1700,ECON-1700,5,11
1604,Economic Geography of the Industrial World,1800,ECON-1800,5,11
1605,Economic History of the Soviet Union,1900,ECON-1900,5,11
1606,Economics of the Media,2000,ECON-2000,5,11
1607,"Energy Decisions, Markets and Policies",2100,ECON-2100,5,11
1608,Finance Theory 1,2200,ECON-2200,5,11
1609,Financial Markets,2300,ECON-2300,5,11
1610,Financial Markets,2400,ECON-2400,5,11
1611,Financial Markets 2011,2500,ECON-2500,5,11
1612,Financial Theory,2600,ECON-2600,5,11
1613,Game Theory,2700,ECON-2700,5,11
1614,Game Theory,2800,ECON-2800,5,11
1615,Game Theory,2900,ECON-2900,5,11
1616,Game Theory and Economics,3000,ECON-3000,5,11
1617,Great Big Ideas,3100,ECON-3100,5,11
1618,Great Economists: Classical Economics and its Forerunners,3200,ECON-3200,5,11
1619,Greening the Economy: Lessons from Scandinavia,3300,ECON-3300,5,11
1620,History of Economic Theory,3400,ECON-3400,5,11
1621,How to Win at Texas Hold ‘Em,3500,ECON-3500,5,11
1622,Intermediate Microeconomic Theory,3600,ECON-3600,5,11
1623,International Finance,3700,ECON-3700,5,11
1624,International Finance,3800,ECON-3800,5,11
1625,International Political Economy,3900,ECON-3900,5,11
1626,International Trade,4000,ECON-4000,5,11
1627,Introduction to Economic Theories,4100,ECON-4100,5,11
1628,Introduction to Economics,4200,ECON-4200,5,11
1629,Introduction to Managerial Economics,4300,ECON-4300,5,11
1630,Lectures on Human Capital,4400,ECON-4400,5,11
1631,Marx’s Kapital: Volumes 1 and 2,4500,ECON-4500,5,11
1632,Marxian Economics,4600,ECON-4600,5,11
1633,Mastering Econometrics,4700,ECON-4700,5,11
1634,Math for Economists,4800,ECON-4800,5,11
1635,Math of Finance,4900,ECON-4900,5,11
1636,Mexico’s Economy: Current Prospects and History,5000,ECON-5000,5,11
1637,Microeconomics: The Power of Markets,5100,ECON-5100,5,11
1638,Microeconomics Principles,5200,ECON-5200,5,11
1639,Money and Banking (Syllabus),5300,ECON-5300,5,11
1640,Money and Banking,5400,ECON-5400,5,11
1641,"Money, Trade and Society",5500,ECON-5500,5,11
1642,Money Skills,5600,ECON-5600,5,11
1643,Poker Theory and Analytics,5700,ECON-5700,5,11
1644,Political Economy After the Crisis,5800,ECON-5800,5,11
1645,Principles of Economics: Microeconomics,5900,ECON-5900,5,11
1646,Principles of Economics: Macroeconomics,6000,ECON-6000,5,11
1647,Principles of Microeconomics,6100,ECON-6100,5,11
1648,Principles of Macroeconomics,6200,ECON-6200,5,11
1649,Principles of Macroeconomics,6300,ECON-6300,5,11
1650,Psychology and Economics,6400,ECON-6400,5,11
1651,Public Economics,6500,ECON-6500,5,11
1652,Public Economics and Finance,6600,ECON-6600,5,11
1653,Radical Capitalism,6700,ECON-6700,5,11
1654,Reading Marx’s Capital: Vol 1,6800,ECON-6800,5,11
1655,Reading Marx’s Capital: Vol 2,6900,ECON-6900,5,11
1656,Sports Economics,7000,ECON-7000,5,11
1657,The Age of Sustainable Development,7100,ECON-7100,5,11
1658,The Eurozone Crisis,7200,ECON-7200,5,11
1659,The Federal Reserve and the Financial Crisis,7300,ECON-7300,5,11
1660,The Future of Money,7400,ECON-7400,5,11
1661,The Austrian School of Economics: An Introduction,7500,ECON-7500,5,11
1662,The Challenge of World Poverty,7600,ECON-7600,5,11
1663,The Elements of Economic Analysis,7700,ECON-7700,5,11
1664,The Global Financial Crisis,7800,ECON-7800,5,11
1665,The Power of Macroeconomics: Economic Principles in the Real World,7900,ECON-7900,5,11
1666,The Power of Microeconomics: Economic Principles in the Real World,8000,ECON-8000,5,11
1667,The Power of Macroeconomics,8100,ECON-8100,5,11
1668,The Power of Mircoeconomics,8200,ECON-8200,5,11
1669,Understanding Data,8300,ECON-8300,5,11
1670,World Economic History Before the Industrial Revolution,8400,ECON-8400,5,11
1671,A Life of Happiness and Fulfillment,100,PERS-0100,5,37
1672,De-Mystifying Mindfulness,200,PERS-0200,5,37
1673,Everyday Parenting: The ABCs of Child Rearing,300,PERS-0300,5,37
1674,Learning How to Learn: Powerful mental tools to help you master tough subjects,400,PERS-0400,5,37
1675,Learning How To Learn for Youth,500,PERS-0500,5,37
1676,Mindful Meditations,600,PERS-0600,5,37
1677,Mindshift: Break Through Obstacles to Learning and Discover Your Hidden Potential,700,PERS-0700,5,37
1678,Nutrition and Wellbeing,800,PERS-0800,5,37
1679,Positive Psychology,900,PERS-0900,5,37
1680,Positive Psychology: Resilience Skills,1000,PERS-1000,5,37
1681,The Arts and Science of Relationships: Understanding Human Needs,1100,PERS-1100,5,37
1682,The Science of Well-Being,1200,PERS-1200,5,37
1683,An Introduction to Screenwriting,100,FILM-0100,6,11
1684,Existentialism in Literature & Film,200,FILM-0200,6,11
1685,Creative Activism,300,FILM-0300,6,11
1686,Holocaust in Film and Literature,400,FILM-0400,6,11
1687,Introduction to Film Studies,500,FILM-0500,6,11
1688,Philosophy in Film and Other Media,600,FILM-0600,6,11
1689,The Film Experience,700,FILM-0700,6,11
1690,"Western Movies: Myth, Ideology, Genre",800,FILM-0800,6,11
1691,Animation Basics,100,MEDI-0100,6,36
1692,Being Free in the Digital Age,200,MEDI-0200,6,36
1693,Becoming the Next Bill Nye: Writing and Hosting the Educational Show,300,MEDI-0300,6,36
1694,"Branding, Content & Social Media",400,MEDI-0400,6,36
1695,Creating Video Games,500,MEDI-0500,6,36
1696,Crisis Management: Proseminar in Public Relations,600,MEDI-0600,6,36
1697,Freedom of Speech and the Press,700,MEDI-0700,6,36
1698,Game Design,800,MEDI-0800,6,36
1699,Internet Giants: The Law and Economics of Media Platforms,900,MEDI-0900,6,36
1700,"Media, Education, and the Marketplace",1000,MEDI-1000,6,36
1701,Media Research Methods,1100,MEDI-1100,6,36
1702,"Online Games: Literature, New Media, and Narrative",1200,MEDI-1200,6,36
1703,Road to the Free Digital Society,1300,MEDI-1300,6,36
1704,Storytelling,1400,MEDI-1400,6,36
1705,The Rise of Superheroes and Their Impact On Pop Culture,1500,MEDI-1500,6,36
1706,Video Production,1600,MEDI-1600,6,36
1707,Basic Concepts of Music Theory,100,MUSI-0100,6,37
1708,Dave Conservatoire (Music Theory Lessons),200,MUSI-0200,6,37
1709,Free Music Courses (Multiple Offerings),300,MUSI-0300,6,37
1710,Introduction to Pitch Systems in Tonal Music,400,MUSI-0400,6,37
1711,Introduction to Theatre and Drama Arts,500,MUSI-0500,6,37
1712,Introduction to World Music,600,MUSI-0600,6,37
1713,"Missouri State, John Prescott",700,MUSI-0700,6,37
1714,Jazz and Culture,800,MUSI-0800,6,37
1715,Listening to Music,900,MUSI-0900,6,37
1716,Musical Improvisation,1000,MUSI-1000,6,37
1717,"Stravinsky’s Rite of Spring: Modernism, Ballet, and Riots",1100,MUSI-1100,6,37
1718,The Ethics of Jazz (Lecture Series),1200,MUSI-1200,6,37
1719,The Language of Music,1300,MUSI-1300,6,37
1720,The British Lectures,1400,MUSI-1400,6,37
1721,The Unanswered Question: 6 Lectures on Music,1500,MUSI-1500,6,37
